Anchor,Shape Match,Texture Match,Shape Dot,Shape Cos,Texture Dot,Texture Cos,Shape Dot Closer,Shape Cos Closer,Texture Dot Closer,Texture Cos Closer
cat1-dog1,cat10-elephant3,car8-dog1,0.0006325295,0.5885303318500519,0.0007974419,0.4930241107940674,0,1,1,0
cat1-dog1,cat10-elephant3,car10-dog1,0.0006325295,0.5885303318500519,0.0007173141,0.406544029712677,0,1,1,0
cat1-dog1,cat10-elephant3,bear2-dog1,0.0006325295,0.5885303318500519,0.0006444213,0.3621140718460083,0,1,1,0
cat1-dog1,cat10-elephant3,bear8-dog1,0.0006325295,0.5885303318500519,0.00056201307,0.2446116805076599,1,1,0,0
cat1-dog1,cat10-elephant3,bear9-dog1,0.0006325295,0.5885303318500519,0.0005509216,0.3407519459724426,1,1,0,0
cat1-dog1,cat10-elephant3,boat6-dog1,0.0006325295,0.5885303318500519,0.00081722357,0.2911040186882019,0,1,1,0
cat1-dog1,cat10-elephant3,oven4-dog1,0.0006325295,0.5885303318500519,0.00057741394,0.21563953161239624,1,1,0,0
cat1-dog1,cat10-elephant3,chair10-dog1,0.0006325295,0.5885303318500519,0.00061964785,0.49205970764160156,1,1,0,0
cat1-dog1,cat10-elephant3,chair1-dog1,0.0006325295,0.5885303318500519,0.0007107955,0.6884352266788483,0,0,1,1
cat1-dog1,cat10-elephant3,chair6-dog1,0.0006325295,0.5885303318500519,0.0009079844,0.5645458102226257,0,1,1,0
cat1-dog1,cat10-elephant3,truck1-dog1,0.0006325295,0.5885303318500519,0.0008618488,0.6505200862884521,0,0,1,1
cat1-dog1,cat10-elephant3,bird3-dog1,0.0006325295,0.5885303318500519,0.00070941576,0.2862411141395569,0,1,1,0
cat1-dog1,cat10-elephant3,airplane2-dog1,0.0006325295,0.5885303318500519,0.0005839268,0.30259764194488525,1,1,0,0
cat1-dog1,cat10-elephant3,airplane3-dog1,0.0006325295,0.5885303318500519,0.0007109343,0.5360585451126099,0,1,1,0
cat1-dog1,cat10-elephant3,bicycle2-dog1,0.0006325295,0.5885303318500519,0.00063671486,0.4029926061630249,0,1,1,0
cat1-dog1,cat10-elephant3,bottle10-dog1,0.0006325295,0.5885303318500519,0.00065287354,0.42031776905059814,0,1,1,0
cat1-dog1,cat10-elephant3,keyboard7-dog1,0.0006325295,0.5885303318500519,0.0007575487,0.5711755454540253,0,1,1,0
cat1-dog1,cat10-elephant3,clock2-dog1,0.0006325295,0.5885303318500519,0.0005861316,0.5865000188350677,1,1,0,0
cat1-dog1,cat10-elephant3,knife1-dog1,0.0006325295,0.5885303318500519,0.00067041704,0.3216779828071594,0,1,1,0
cat1-dog1,cat10-elephant3,knife5-dog1,0.0006325295,0.5885303318500519,0.0007912236,0.5814397633075714,0,1,1,0
cat1-dog1,cat10-elephant3,knife10-dog1,0.0006325295,0.5885303318500519,0.0009688656,0.5501700341701508,0,1,1,0
cat1-dog1,cat10-elephant3,knife2-dog1,0.0006325295,0.5885303318500519,0.0007297995,0.43451905250549316,0,1,1,0
cat1-dog1,cat10-elephant3,elephant7-dog1,0.0006325295,0.5885303318500519,0.0009276434,0.6409131288528442,0,0,1,1
cat1-dog1,cat10-elephant3,elephant8-dog1,0.0006325295,0.5885303318500519,0.00057222194,0.25815659761428833,1,1,0,0
cat1-dog1,cat10-bird2,car8-dog1,0.00049854437,0.44441813230514526,0.0007974419,0.4930241107940674,0,0,1,1
cat1-dog1,cat10-bird2,car10-dog1,0.00049854437,0.44441813230514526,0.0007173141,0.406544029712677,0,1,1,0
cat1-dog1,cat10-bird2,bear2-dog1,0.00049854437,0.44441813230514526,0.0006444213,0.3621140718460083,0,1,1,0
cat1-dog1,cat10-bird2,bear8-dog1,0.00049854437,0.44441813230514526,0.00056201307,0.2446116805076599,0,1,1,0
cat1-dog1,cat10-bird2,bear9-dog1,0.00049854437,0.44441813230514526,0.0005509216,0.3407519459724426,0,1,1,0
cat1-dog1,cat10-bird2,boat6-dog1,0.00049854437,0.44441813230514526,0.00081722357,0.2911040186882019,0,1,1,0
cat1-dog1,cat10-bird2,oven4-dog1,0.00049854437,0.44441813230514526,0.00057741394,0.21563953161239624,0,1,1,0
cat1-dog1,cat10-bird2,chair10-dog1,0.00049854437,0.44441813230514526,0.00061964785,0.49205970764160156,0,0,1,1
cat1-dog1,cat10-bird2,chair1-dog1,0.00049854437,0.44441813230514526,0.0007107955,0.6884352266788483,0,0,1,1
cat1-dog1,cat10-bird2,chair6-dog1,0.00049854437,0.44441813230514526,0.0009079844,0.5645458102226257,0,0,1,1
cat1-dog1,cat10-bird2,truck1-dog1,0.00049854437,0.44441813230514526,0.0008618488,0.6505200862884521,0,0,1,1
cat1-dog1,cat10-bird2,bird3-dog1,0.00049854437,0.44441813230514526,0.00070941576,0.2862411141395569,0,1,1,0
cat1-dog1,cat10-bird2,airplane2-dog1,0.00049854437,0.44441813230514526,0.0005839268,0.30259764194488525,0,1,1,0
cat1-dog1,cat10-bird2,airplane3-dog1,0.00049854437,0.44441813230514526,0.0007109343,0.5360585451126099,0,0,1,1
cat1-dog1,cat10-bird2,bicycle2-dog1,0.00049854437,0.44441813230514526,0.00063671486,0.4029926061630249,0,1,1,0
cat1-dog1,cat10-bird2,bottle10-dog1,0.00049854437,0.44441813230514526,0.00065287354,0.42031776905059814,0,1,1,0
cat1-dog1,cat10-bird2,keyboard7-dog1,0.00049854437,0.44441813230514526,0.0007575487,0.5711755454540253,0,0,1,1
cat1-dog1,cat10-bird2,clock2-dog1,0.00049854437,0.44441813230514526,0.0005861316,0.5865000188350677,0,0,1,1
cat1-dog1,cat10-bird2,knife1-dog1,0.00049854437,0.44441813230514526,0.00067041704,0.3216779828071594,0,1,1,0
cat1-dog1,cat10-bird2,knife5-dog1,0.00049854437,0.44441813230514526,0.0007912236,0.5814397633075714,0,0,1,1
cat1-dog1,cat10-bird2,knife10-dog1,0.00049854437,0.44441813230514526,0.0009688656,0.5501700341701508,0,0,1,1
cat1-dog1,cat10-bird2,knife2-dog1,0.00049854437,0.44441813230514526,0.0007297995,0.43451905250549316,0,1,1,0
cat1-dog1,cat10-bird2,elephant7-dog1,0.00049854437,0.44441813230514526,0.0009276434,0.6409131288528442,0,0,1,1
cat1-dog1,cat10-bird2,elephant8-dog1,0.00049854437,0.44441813230514526,0.00057222194,0.25815659761428833,0,1,1,0
cat1-dog1,cat10-bear1,car8-dog1,0.0005791806,0.27710384130477905,0.0007974419,0.4930241107940674,0,0,1,1
cat1-dog1,cat10-bear1,car10-dog1,0.0005791806,0.27710384130477905,0.0007173141,0.406544029712677,0,0,1,1
cat1-dog1,cat10-bear1,bear2-dog1,0.0005791806,0.27710384130477905,0.0006444213,0.3621140718460083,0,0,1,1
cat1-dog1,cat10-bear1,bear8-dog1,0.0005791806,0.27710384130477905,0.00056201307,0.2446116805076599,1,1,0,0
cat1-dog1,cat10-bear1,bear9-dog1,0.0005791806,0.27710384130477905,0.0005509216,0.3407519459724426,1,0,0,1
cat1-dog1,cat10-bear1,boat6-dog1,0.0005791806,0.27710384130477905,0.00081722357,0.2911040186882019,0,0,1,1
cat1-dog1,cat10-bear1,oven4-dog1,0.0005791806,0.27710384130477905,0.00057741394,0.21563953161239624,1,1,0,0
cat1-dog1,cat10-bear1,chair10-dog1,0.0005791806,0.27710384130477905,0.00061964785,0.49205970764160156,0,0,1,1
cat1-dog1,cat10-bear1,chair1-dog1,0.0005791806,0.27710384130477905,0.0007107955,0.6884352266788483,0,0,1,1
cat1-dog1,cat10-bear1,chair6-dog1,0.0005791806,0.27710384130477905,0.0009079844,0.5645458102226257,0,0,1,1
cat1-dog1,cat10-bear1,truck1-dog1,0.0005791806,0.27710384130477905,0.0008618488,0.6505200862884521,0,0,1,1
cat1-dog1,cat10-bear1,bird3-dog1,0.0005791806,0.27710384130477905,0.00070941576,0.2862411141395569,0,0,1,1
cat1-dog1,cat10-bear1,airplane2-dog1,0.0005791806,0.27710384130477905,0.0005839268,0.30259764194488525,0,0,1,1
cat1-dog1,cat10-bear1,airplane3-dog1,0.0005791806,0.27710384130477905,0.0007109343,0.5360585451126099,0,0,1,1
cat1-dog1,cat10-bear1,bicycle2-dog1,0.0005791806,0.27710384130477905,0.00063671486,0.4029926061630249,0,0,1,1
cat1-dog1,cat10-bear1,bottle10-dog1,0.0005791806,0.27710384130477905,0.00065287354,0.42031776905059814,0,0,1,1
cat1-dog1,cat10-bear1,keyboard7-dog1,0.0005791806,0.27710384130477905,0.0007575487,0.5711755454540253,0,0,1,1
cat1-dog1,cat10-bear1,clock2-dog1,0.0005791806,0.27710384130477905,0.0005861316,0.5865000188350677,0,0,1,1
cat1-dog1,cat10-bear1,knife1-dog1,0.0005791806,0.27710384130477905,0.00067041704,0.3216779828071594,0,0,1,1
cat1-dog1,cat10-bear1,knife5-dog1,0.0005791806,0.27710384130477905,0.0007912236,0.5814397633075714,0,0,1,1
cat1-dog1,cat10-bear1,knife10-dog1,0.0005791806,0.27710384130477905,0.0009688656,0.5501700341701508,0,0,1,1
cat1-dog1,cat10-bear1,knife2-dog1,0.0005791806,0.27710384130477905,0.0007297995,0.43451905250549316,0,0,1,1
cat1-dog1,cat10-bear1,elephant7-dog1,0.0005791806,0.27710384130477905,0.0009276434,0.6409131288528442,0,0,1,1
cat1-dog1,cat10-bear1,elephant8-dog1,0.0005791806,0.27710384130477905,0.00057222194,0.25815659761428833,1,1,0,0
cat1-dog1,cat10-clock1,car8-dog1,0.0004946969,0.4411696791648865,0.0007974419,0.4930241107940674,0,0,1,1
cat1-dog1,cat10-clock1,car10-dog1,0.0004946969,0.4411696791648865,0.0007173141,0.406544029712677,0,1,1,0
cat1-dog1,cat10-clock1,bear2-dog1,0.0004946969,0.4411696791648865,0.0006444213,0.3621140718460083,0,1,1,0
cat1-dog1,cat10-clock1,bear8-dog1,0.0004946969,0.4411696791648865,0.00056201307,0.2446116805076599,0,1,1,0
cat1-dog1,cat10-clock1,bear9-dog1,0.0004946969,0.4411696791648865,0.0005509216,0.3407519459724426,0,1,1,0
cat1-dog1,cat10-clock1,boat6-dog1,0.0004946969,0.4411696791648865,0.00081722357,0.2911040186882019,0,1,1,0
cat1-dog1,cat10-clock1,oven4-dog1,0.0004946969,0.4411696791648865,0.00057741394,0.21563953161239624,0,1,1,0
cat1-dog1,cat10-clock1,chair10-dog1,0.0004946969,0.4411696791648865,0.00061964785,0.49205970764160156,0,0,1,1
cat1-dog1,cat10-clock1,chair1-dog1,0.0004946969,0.4411696791648865,0.0007107955,0.6884352266788483,0,0,1,1
cat1-dog1,cat10-clock1,chair6-dog1,0.0004946969,0.4411696791648865,0.0009079844,0.5645458102226257,0,0,1,1
cat1-dog1,cat10-clock1,truck1-dog1,0.0004946969,0.4411696791648865,0.0008618488,0.6505200862884521,0,0,1,1
cat1-dog1,cat10-clock1,bird3-dog1,0.0004946969,0.4411696791648865,0.00070941576,0.2862411141395569,0,1,1,0
cat1-dog1,cat10-clock1,airplane2-dog1,0.0004946969,0.4411696791648865,0.0005839268,0.30259764194488525,0,1,1,0
cat1-dog1,cat10-clock1,airplane3-dog1,0.0004946969,0.4411696791648865,0.0007109343,0.5360585451126099,0,0,1,1
cat1-dog1,cat10-clock1,bicycle2-dog1,0.0004946969,0.4411696791648865,0.00063671486,0.4029926061630249,0,1,1,0
cat1-dog1,cat10-clock1,bottle10-dog1,0.0004946969,0.4411696791648865,0.00065287354,0.42031776905059814,0,1,1,0
cat1-dog1,cat10-clock1,keyboard7-dog1,0.0004946969,0.4411696791648865,0.0007575487,0.5711755454540253,0,0,1,1
cat1-dog1,cat10-clock1,clock2-dog1,0.0004946969,0.4411696791648865,0.0005861316,0.5865000188350677,0,0,1,1
cat1-dog1,cat10-clock1,knife1-dog1,0.0004946969,0.4411696791648865,0.00067041704,0.3216779828071594,0,1,1,0
cat1-dog1,cat10-clock1,knife5-dog1,0.0004946969,0.4411696791648865,0.0007912236,0.5814397633075714,0,0,1,1
cat1-dog1,cat10-clock1,knife10-dog1,0.0004946969,0.4411696791648865,0.0009688656,0.5501700341701508,0,0,1,1
cat1-dog1,cat10-clock1,knife2-dog1,0.0004946969,0.4411696791648865,0.0007297995,0.43451905250549316,0,1,1,0
cat1-dog1,cat10-clock1,elephant7-dog1,0.0004946969,0.4411696791648865,0.0009276434,0.6409131288528442,0,0,1,1
cat1-dog1,cat10-clock1,elephant8-dog1,0.0004946969,0.4411696791648865,0.00057222194,0.25815659761428833,0,1,1,0
cat1-dog1,cat1-bird1,car8-dog1,0.00052223366,0.3569294810295105,0.0007974419,0.4930241107940674,0,0,1,1
cat1-dog1,cat1-bird1,car10-dog1,0.00052223366,0.3569294810295105,0.0007173141,0.406544029712677,0,0,1,1
cat1-dog1,cat1-bird1,bear2-dog1,0.00052223366,0.3569294810295105,0.0006444213,0.3621140718460083,0,0,1,1
cat1-dog1,cat1-bird1,bear8-dog1,0.00052223366,0.3569294810295105,0.00056201307,0.2446116805076599,0,1,1,0
cat1-dog1,cat1-bird1,bear9-dog1,0.00052223366,0.3569294810295105,0.0005509216,0.3407519459724426,0,1,1,0
cat1-dog1,cat1-bird1,boat6-dog1,0.00052223366,0.3569294810295105,0.00081722357,0.2911040186882019,0,1,1,0
cat1-dog1,cat1-bird1,oven4-dog1,0.00052223366,0.3569294810295105,0.00057741394,0.21563953161239624,0,1,1,0
cat1-dog1,cat1-bird1,chair10-dog1,0.00052223366,0.3569294810295105,0.00061964785,0.49205970764160156,0,0,1,1
cat1-dog1,cat1-bird1,chair1-dog1,0.00052223366,0.3569294810295105,0.0007107955,0.6884352266788483,0,0,1,1
cat1-dog1,cat1-bird1,chair6-dog1,0.00052223366,0.3569294810295105,0.0009079844,0.5645458102226257,0,0,1,1
cat1-dog1,cat1-bird1,truck1-dog1,0.00052223366,0.3569294810295105,0.0008618488,0.6505200862884521,0,0,1,1
cat1-dog1,cat1-bird1,bird3-dog1,0.00052223366,0.3569294810295105,0.00070941576,0.2862411141395569,0,1,1,0
cat1-dog1,cat1-bird1,airplane2-dog1,0.00052223366,0.3569294810295105,0.0005839268,0.30259764194488525,0,1,1,0
cat1-dog1,cat1-bird1,airplane3-dog1,0.00052223366,0.3569294810295105,0.0007109343,0.5360585451126099,0,0,1,1
cat1-dog1,cat1-bird1,bicycle2-dog1,0.00052223366,0.3569294810295105,0.00063671486,0.4029926061630249,0,0,1,1
cat1-dog1,cat1-bird1,bottle10-dog1,0.00052223366,0.3569294810295105,0.00065287354,0.42031776905059814,0,0,1,1
cat1-dog1,cat1-bird1,keyboard7-dog1,0.00052223366,0.3569294810295105,0.0007575487,0.5711755454540253,0,0,1,1
cat1-dog1,cat1-bird1,clock2-dog1,0.00052223366,0.3569294810295105,0.0005861316,0.5865000188350677,0,0,1,1
cat1-dog1,cat1-bird1,knife1-dog1,0.00052223366,0.3569294810295105,0.00067041704,0.3216779828071594,0,1,1,0
cat1-dog1,cat1-bird1,knife5-dog1,0.00052223366,0.3569294810295105,0.0007912236,0.5814397633075714,0,0,1,1
cat1-dog1,cat1-bird1,knife10-dog1,0.00052223366,0.3569294810295105,0.0009688656,0.5501700341701508,0,0,1,1
cat1-dog1,cat1-bird1,knife2-dog1,0.00052223366,0.3569294810295105,0.0007297995,0.43451905250549316,0,0,1,1
cat1-dog1,cat1-bird1,elephant7-dog1,0.00052223366,0.3569294810295105,0.0009276434,0.6409131288528442,0,0,1,1
cat1-dog1,cat1-bird1,elephant8-dog1,0.00052223366,0.3569294810295105,0.00057222194,0.25815659761428833,0,1,1,0
cat1-dog1,cat1-keyboard3,car8-dog1,0.00048047828,0.5435168743133545,0.0007974419,0.4930241107940674,0,1,1,0
cat1-dog1,cat1-keyboard3,car10-dog1,0.00048047828,0.5435168743133545,0.0007173141,0.406544029712677,0,1,1,0
cat1-dog1,cat1-keyboard3,bear2-dog1,0.00048047828,0.5435168743133545,0.0006444213,0.3621140718460083,0,1,1,0
cat1-dog1,cat1-keyboard3,bear8-dog1,0.00048047828,0.5435168743133545,0.00056201307,0.2446116805076599,0,1,1,0
cat1-dog1,cat1-keyboard3,bear9-dog1,0.00048047828,0.5435168743133545,0.0005509216,0.3407519459724426,0,1,1,0
cat1-dog1,cat1-keyboard3,boat6-dog1,0.00048047828,0.5435168743133545,0.00081722357,0.2911040186882019,0,1,1,0
cat1-dog1,cat1-keyboard3,oven4-dog1,0.00048047828,0.5435168743133545,0.00057741394,0.21563953161239624,0,1,1,0
cat1-dog1,cat1-keyboard3,chair10-dog1,0.00048047828,0.5435168743133545,0.00061964785,0.49205970764160156,0,1,1,0
cat1-dog1,cat1-keyboard3,chair1-dog1,0.00048047828,0.5435168743133545,0.0007107955,0.6884352266788483,0,0,1,1
cat1-dog1,cat1-keyboard3,chair6-dog1,0.00048047828,0.5435168743133545,0.0009079844,0.5645458102226257,0,0,1,1
cat1-dog1,cat1-keyboard3,truck1-dog1,0.00048047828,0.5435168743133545,0.0008618488,0.6505200862884521,0,0,1,1
cat1-dog1,cat1-keyboard3,bird3-dog1,0.00048047828,0.5435168743133545,0.00070941576,0.2862411141395569,0,1,1,0
cat1-dog1,cat1-keyboard3,airplane2-dog1,0.00048047828,0.5435168743133545,0.0005839268,0.30259764194488525,0,1,1,0
cat1-dog1,cat1-keyboard3,airplane3-dog1,0.00048047828,0.5435168743133545,0.0007109343,0.5360585451126099,0,1,1,0
cat1-dog1,cat1-keyboard3,bicycle2-dog1,0.00048047828,0.5435168743133545,0.00063671486,0.4029926061630249,0,1,1,0
cat1-dog1,cat1-keyboard3,bottle10-dog1,0.00048047828,0.5435168743133545,0.00065287354,0.42031776905059814,0,1,1,0
cat1-dog1,cat1-keyboard3,keyboard7-dog1,0.00048047828,0.5435168743133545,0.0007575487,0.5711755454540253,0,0,1,1
cat1-dog1,cat1-keyboard3,clock2-dog1,0.00048047828,0.5435168743133545,0.0005861316,0.5865000188350677,0,0,1,1
cat1-dog1,cat1-keyboard3,knife1-dog1,0.00048047828,0.5435168743133545,0.00067041704,0.3216779828071594,0,1,1,0
cat1-dog1,cat1-keyboard3,knife5-dog1,0.00048047828,0.5435168743133545,0.0007912236,0.5814397633075714,0,0,1,1
cat1-dog1,cat1-keyboard3,knife10-dog1,0.00048047828,0.5435168743133545,0.0009688656,0.5501700341701508,0,0,1,1
cat1-dog1,cat1-keyboard3,knife2-dog1,0.00048047828,0.5435168743133545,0.0007297995,0.43451905250549316,0,1,1,0
cat1-dog1,cat1-keyboard3,elephant7-dog1,0.00048047828,0.5435168743133545,0.0009276434,0.6409131288528442,0,0,1,1
cat1-dog1,cat1-keyboard3,elephant8-dog1,0.00048047828,0.5435168743133545,0.00057222194,0.25815659761428833,0,1,1,0
cat1-dog1,cat10-airplane3,car8-dog1,0.000480747,0.37938594818115234,0.0007974419,0.4930241107940674,0,0,1,1
cat1-dog1,cat10-airplane3,car10-dog1,0.000480747,0.37938594818115234,0.0007173141,0.406544029712677,0,0,1,1
cat1-dog1,cat10-airplane3,bear2-dog1,0.000480747,0.37938594818115234,0.0006444213,0.3621140718460083,0,1,1,0
cat1-dog1,cat10-airplane3,bear8-dog1,0.000480747,0.37938594818115234,0.00056201307,0.2446116805076599,0,1,1,0
cat1-dog1,cat10-airplane3,bear9-dog1,0.000480747,0.37938594818115234,0.0005509216,0.3407519459724426,0,1,1,0
cat1-dog1,cat10-airplane3,boat6-dog1,0.000480747,0.37938594818115234,0.00081722357,0.2911040186882019,0,1,1,0
cat1-dog1,cat10-airplane3,oven4-dog1,0.000480747,0.37938594818115234,0.00057741394,0.21563953161239624,0,1,1,0
