Anchor,Shape Match,Texture Match,Shape Dot,Shape Cos,Texture Dot,Texture Cos,Shape Dot Closer,Shape Cos Closer,Texture Dot Closer,Texture Cos Closer
cat4-chair2,cat4-truck3,cat1-chair2,0.00055984734,0.6605050563812256,0.0006124786,0.4022355079650879,0,1,1,0
cat4-chair2,cat4-truck3,cat9-chair2,0.00055984734,0.6605050563812256,0.00060766644,0.37857383489608765,0,1,1,0
cat4-chair2,cat4-truck3,dog9-chair2,0.00055984734,0.6605050563812256,0.0008564198,0.185214102268219,0,1,1,0
cat4-chair2,cat4-truck3,dog7-chair2,0.00055984734,0.6605050563812256,0.0020953561,0.05703175067901611,0,1,1,0
cat4-chair2,cat4-truck3,bear3-chair2,0.00055984734,0.6605050563812256,0.00056985696,0.4731653928756714,0,1,1,0
cat4-chair2,cat4-truck3,bear1-chair2,0.00055984734,0.6605050563812256,0.00057540124,0.4526282548904419,0,1,1,0
cat4-chair2,cat4-truck3,bear10-chair2,0.00055984734,0.6605050563812256,0.0007063964,0.3542528748512268,0,1,1,0
cat4-chair2,cat4-truck3,boat4-chair2,0.00055984734,0.6605050563812256,0.0006064642,0.4474037289619446,0,1,1,0
cat4-chair2,cat4-truck3,boat9-chair2,0.00055984734,0.6605050563812256,0.0005679546,0.503966748714447,0,1,1,0
cat4-chair2,cat4-truck3,truck7-chair2,0.00055984734,0.6605050563812256,0.0006898474,0.5291662216186523,0,1,1,0
cat4-chair2,cat4-truck3,truck1-chair2,0.00055984734,0.6605050563812256,0.00059821137,0.5375861525535583,0,1,1,0
cat4-chair2,cat4-truck3,truck3-chair2,0.00055984734,0.6605050563812256,0.0005873957,0.4857925772666931,0,1,1,0
cat4-chair2,cat4-truck3,bird1-chair2,0.00055984734,0.6605050563812256,0.0007136636,0.35190558433532715,0,1,1,0
cat4-chair2,cat4-truck3,airplane1-chair2,0.00055984734,0.6605050563812256,0.0009445624,0.18033504486083984,0,1,1,0
cat4-chair2,cat4-truck3,bicycle8-chair2,0.00055984734,0.6605050563812256,0.00056535634,0.5291607081890106,0,1,1,0
cat4-chair2,cat4-truck3,bicycle5-chair2,0.00055984734,0.6605050563812256,0.0006690428,0.440837562084198,0,1,1,0
cat4-chair2,cat4-truck3,bicycle4-chair2,0.00055984734,0.6605050563812256,0.0006036031,0.5060917139053345,0,1,1,0
cat4-chair2,cat4-truck3,bottle1-chair2,0.00055984734,0.6605050563812256,0.00085610995,0.2257118821144104,0,1,1,0
cat4-chair2,cat4-truck3,bottle6-chair2,0.00055984734,0.6605050563812256,0.0010546842,0.18297260999679565,0,1,1,0
cat4-chair2,cat4-truck3,keyboard8-chair2,0.00055984734,0.6605050563812256,0.0005525253,0.4942476153373718,1,1,0,0
cat4-chair2,cat4-truck3,keyboard1-chair2,0.00055984734,0.6605050563812256,0.0010518089,0.6172114014625549,0,1,1,0
cat4-chair2,cat4-truck3,keyboard9-chair2,0.00055984734,0.6605050563812256,0.00054569764,0.5028863251209259,1,1,0,0
cat4-chair2,cat4-truck3,clock8-chair2,0.00055984734,0.6605050563812256,0.0008276519,0.2897512912750244,0,1,1,0
cat4-chair2,cat4-truck3,knife7-chair2,0.00055984734,0.6605050563812256,0.000789786,0.2961210608482361,0,1,1,0
cat4-chair2,cat4-truck3,elephant9-chair2,0.00055984734,0.6605050563812256,0.00064738723,0.3667603135108948,0,1,1,0
cat4-chair2,cat4-oven1,cat1-chair2,0.0005286175,0.4981297254562378,0.0006124786,0.4022355079650879,0,1,1,0
