Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither
bicycle,airplane,bottle,0.00031257226,7.4356426e-06,0.0027455767,0,0,1
bicycle,bear,knife,8.561586e-05,7.8922065e-05,0.0022787633,0,0,1
bicycle,bicycle,knife,0.00016481346,0.00016481346,0.004392777,0,0,1
bicycle,bird,dog,0.00016714656,0.00023732644,0.0020030097,0,0,1
bicycle,boat,knife,0.00019747607,0.0001259908,0.002334127,0,0,1
bicycle,bottle,bottle,0.0002769074,0.0029677749,0.0029677749,0,1,0
bicycle,car,knife,0.00014301157,6.420617e-05,0.0027213925,0,0,1
bicycle,cat,knife,0.00018369987,0.0015545394,0.005181843,0,0,1
bicycle,chair,bottle,0.00027361768,0.00065798545,0.003266227,0,0,1
bicycle,clock,bottle,0.0004839959,0.00042896825,0.002208209,0,0,1
bicycle,dog,bottle,0.0001361971,0.0016059596,0.0026502528,0,0,1
bicycle,elephant,bottle,0.00026633125,0.00032301364,0.0023716658,0,0,1
bicycle,keyboard,dog,0.00018730696,0.00010232984,0.001990891,0,0,1
bicycle,knife,knife,0.00010022335,0.0022675158,0.0022675158,0,1,0
bicycle,oven,oven,0.00023271688,0.0026366303,0.0026366303,0,1,0
bicycle,truck,knife,0.00022132683,2.9935825e-05,0.0034680245,0,0,1
