Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither
oven,airplane,bottle,0.0007349863,7.4356426e-06,0.0027455767,0,0,1
oven,bear,knife,0.0004631187,7.8922065e-05,0.0022787633,0,0,1
oven,bicycle,knife,0.0008287708,0.00016481346,0.004392777,0,0,1
oven,bird,dog,0.00066273374,0.00023732644,0.0020030097,0,0,1
oven,boat,knife,0.0006074585,0.0001259908,0.002334127,0,0,1
oven,bottle,bottle,0.00066033215,0.0029677749,0.0029677749,0,1,0
oven,car,knife,0.0006586398,6.420617e-05,0.0027213925,0,0,1
oven,cat,knife,0.0008744677,0.0015545394,0.005181843,0,0,1
oven,chair,bottle,0.0005045314,0.00065798545,0.003266227,0,0,1
oven,clock,bottle,0.0006396931,0.00042896825,0.002208209,0,0,1
oven,dog,bottle,0.0013487854,0.0016059596,0.0026502528,0,0,1
oven,elephant,bottle,0.0008464277,0.00032301364,0.0023716658,0,0,1
oven,keyboard,dog,0.00066293514,0.00010232984,0.001990891,0,0,1
oven,knife,knife,0.0005471304,0.0022675158,0.0022675158,0,1,0
oven,oven,oven,0.0026366303,0.0026366303,0.0026366303,1,1,0
oven,truck,knife,0.0009874409,2.9935825e-05,0.0034680245,0,0,1
